0	0	-28.0	1.1	21.6	0.02	0	0
0	0	-28.0	1.1	21.6	1.032375	0	0
0	122	-28.0	1.1	21.6	2.046603	0	0
0	124	-28.0	1.1	21.6	3.062912	0	0
0	124	-28.0	1.1	21.6	4.072981	0	0
0	124	-28.0	1.1	21.6	5.080199	0	0
68	124	-28.0	1.1	21.6	6.09575	0	0
68	117	-28.0	1.1	21.6	7.09727	0	0
68	121	-28.0	1.1	21.6	8.112676	0	0
68	125	-28.0	1.1	21.6	9.113067	0	0
74	126	-28.0	1.1	21.6	10.12946	0	0
74	112	-28.0	1.1	21.6	11.12962	0	0
74	110	-28.0	1.1	21.6	12.13029	0	0
74	116	-28.0	1.1	21.6	13.14651	0	0
66	107	-28.0	1.1	21.6	14.14692	0	0
66	102	-28.0	1.1	21.6	15.14699	0	0
66	106	-28.0	1.1	21.6	16.16251	0	0
66	106	-28.0	1.1	21.6	17.16287	0	0
66	97	-28.0	1.1	21.6	18.16743	0	0
66	96	-28.0	1.1	21.6	19.17951	0	0
57	98	-28.0	1.1	21.6	20.19575	0	0
57	102	-28.0	1.1	21.6	21.19659	0	0
57	96	-28.0	1.1	21.6	22.19661	0	0
57	98	-28.0	1.1	21.6	23.21328	0	0
57	107	-28.0	1.1	21.6	24.2145	0	0
56	111	-28.0	1.1	21.6	25.22943	0	0
56	115	-28.0	1.1	21.6	26.23162	0	0
56	112	-28.0	1.1	21.6	27.24606	0	0
56	113	-28.0	1.1	21.6	28.2489	0	0
56	113	-28.0	1.1	21.6	29.26371	0	0
57	111	-28.0	1.1	21.6	30.27964	0	0
57	112	-28.0	1.1	21.6	31.28419	0	0
57	109	-28.0	1.1	21.6	32.29685	0	0
57	111	-28.0	1.1	21.6	33.31459	0	0
57	118	-28.0	1.1	21.6	34.33167	0	0
58	119	-28.0	1.1	21.6	35.34653	0	0
58	109	-28.0	1.1	21.6	36.34812	0	0
58	93	-28.0	1.1	21.6	37.3628	0	0
58	95	-28.0	1.1	21.6	38.38235	0	0
58	96	-28.0	1.1	21.6	39.39615	0	0
64	97	-28.0	1.1	21.6	40.39621	0	0
64	91	-28.0	1.1	21.6	41.39631	0	0
64	89	-28.0	1.1	21.6	42.39735	0	0
64	91	-28.0	1.1	21.6	43.41442	0	0
64	90	-28.0	1.1	21.6	44.42974	0	0
59	91	-28.0	1.1	21.6	45.42995	0	0
59	101	-28.0	1.1	21.6	46.44571	0	0
59	107	-28.0	1.1	21.6	47.44712	0	0
59	104	-28.0	1.1	21.6	48.44724	0	0
59	98	-28.0	1.1	21.6	49.46261	0	0
59	98	-28.0	1.1	21.6	50.46312	0	0
59	106	-28.0	1.1	21.6	51.47959	0	0
59	103	-28.0	1.1	21.6	52.48003	0	0
59	95	-28.0	1.1	21.6	53.48056	0	0
59	100	-28.0	1.1	21.6	54.49633	0	0
65	100	-28.0	1.1	21.6	55.4967	0	0
65	100	-28.0	1.1	21.6	56.49803	0	0
65	105	-28.0	1.1	21.6	57.51329	0	0
65	102	-28.0	1.1	21.6	58.51361	0	0
62	98	-28.0	1.1	21.6	59.5147	0	0
62	102	-28.0	1.1	21.6	60.52947	0	0
62	104	-28.0	1.1	21.6	61.53128	0	0
62	100	-28.1	1.1	21.6	62.5485	0	0
62	81	-28.7	1.1	21.8	63.56327	0	0
59	78	-26.8	1.1	23.1	64.56329	0	0
59	83	-27.2	1.1	23.2	65.56368	0	0
59	83	-25.2	1.1	23.9	66.56388	0	0
